,total_energy_Wh,average_power_W,maxPower,t0_900,t1_900
,17600,6416.202532,11000,60,72
,38450,7935.561543,11000,57,77
,7249,6220.834327,11000,54,59
,22090,4444.668008,11000,53,74
,8480,2079.989099,11000,52,70
,15940,5464.622417,11000,49,62
,18709,3241.056735,11000,41,65
,8190,1085.686932,11000,40,72
,1881,1562.436548,11000,40,46
,29690,8293.939629,11000,40,55
,33140,3920.733511,11000,39,74
,21709,3813.242254,11000,39,63
,27820,10815.55076,11000,38,49
,15760,2784.862318,11000,38,62
,42350,5336.740409,11000,38,70
,19310,2722.381046,11000,38,67
,9900,1239.091889,11000,38,70
,8550,1257.558425,11000,37,66
,73770,10339.17309,11000,37,67
,23630,3638.961372,11000,37,64
,32390,5125,11000,37,63
,15199,1564.890605,11000,37,77
,31770,3192.786556,11000,37,77
,38160,9634.336209,11000,37,53
,6520,799.1284216,11000,36,70
,6070,998.2640475,11000,36,62
,4420,743.3429879,11000,36,61
,28690,5018.658892,11000,36,60
,29040,3723.607351,11000,36,68
,43840,4733.631265,11000,36,74
,9981,1142.499205,11000,36,72
,9941,1170.753729,11000,36,71
,20100,2299.478836,11000,35,71
,7140,858.8038757,11000,35,70
,23770,3015.115746,11000,35,68
,26010,2937.139272,11000,35,72
,48140,6544.712991,11000,35,66
,20220,3323.380359,11000,35,60
,9371,1899.206215,11000,35,56
,26120,3602.896663,11000,35,65
,9441,1001.520509,11000,35,74
,13250,1509.016134,11000,35,71
,6569,809.7103335,11000,35,68
,30399,3523.72734,11000,35,70
,15890,1555.301794,11000,34,76
,13120,2016.307364,11000,34,61
,28780,5469.172297,11000,34,56
,36989,5109.958172,11000,34,64
,13070,1446.596569,11000,34,71
,22241,2944.311245,11000,34,65
,29470,4099.381762,11000,34,63
,7740,785.3438557,11000,33,74
,49580,5802.034912,11000,33,69
,8050,1893.375147,11000,33,51
,8829,1399.515653,11000,33,59
,6890,783.8948233,11000,33,69
,54270,5787.256732,11000,33,71
,57039,10388.04067,11000,33,56
,10450,1686.919869,11000,33,59
,23460,2128.266512,11000,33,78
,9340,1103.004855,11000,33,67
,30310,4041.18366,11000,32,63
,7310,827.0010371,11000,32,69
,25670,3428.635031,11000,32,63
,17269,1636.311952,11000,32,75
,9170,951.5738499,11000,31,71
,14281,1367.766308,11000,31,74
,2009,883.508429,11000,31,41
,9589,1036.897753,11000,31,69
,32420,2953.986333,11000,31,75
,44770,5436.001214,11000,29,63
,16490,1723.343107,11000,29,69
,19630,2879.119984,11000,29,57
,12780,1740.090772,11000,29,59
,43840,4186.97936,11000,29,72
,18310,2045.556107,11000,28,65
,12850,1161.902848,11000,28,73
,34890,3259.478396,11000,28,72
,26820,3185.903781,11000,28,62
,37020,4468.316234,11000,27,61
,33101,2924.188363,11000,26,72
,16589,1338.452229,11000,26,77
,25760,2845.360825,11000,26,63
,20651,2340.056657,11000,25,62
,40010,4994.140286,11000,25,58
,25790,11625.84523,11000,60,69
,16150,5276.81975,11000,59,72
,8460,9293.866341,11000,57,62
,17590,8549.210207,11000,56,65
,3960,3086.382334,11000,54,61
,13891,10072.02417,11000,54,61
,17830,8587.023411,11000,54,63
,22180,10974.16163,11000,52,61
,27461,10302.16757,11000,51,63
,38310,8696.935301,11000,48,66
,55350,7715.181787,11000,45,74
,6530,3590.652207,11000,44,53
,23120,4172.030075,11000,44,67
,51500,10298.85568,11000,44,65
,35319,6569.618683,11000,43,65
,41571,8023.998713,11000,42,63
,29780,10907.31509,11000,42,54
,50080,10839.17513,11000,41,60
,62220,7628.11606,11000,41,74
,7000,1048.689139,11000,41,68
,24679,3480.954433,11000,41,70
,59180,11226.05122,11000,39,62
,10570,1551.749449,11000,39,68
,25320,2915.464577,11000,39,75
,42011,6244.66741,11000,38,66
,55850,10629.09706,11000,38,60
,38109,10285.82996,11000,37,53
,40950,4534.604737,11000,37,74
,6030,2090.121317,11000,37,49
,58240,6811.032063,11000,37,72
,23320,2718.740892,11000,37,72
,7079,1355.481091,11000,37,59
,9750,1275.621457,11000,37,68
,5400,848.3526075,11000,36,63
,29410,7033.080909,11000,36,54
,30670,5182.445435,11000,36,61
,51040,11098.33293,11000,36,55
,32180,5045.864367,11000,36,62
,19130,2054.473315,11000,36,74
,42110,6977.951669,11000,36,61
,49710,5697.23982,11000,35,71
,15150,3544.78097,11000,35,53
,18770,3076.208686,11000,35,61
,6930,2058.415842,11000,35,50
,28030,7413.7095,11000,35,51
,32170,3821.043254,11000,35,69
,6530,1028.211521,11000,35,61
,9530,1007.488327,11000,35,73
,8660,961.2431782,11000,34,71
,14100,1832.954176,11000,34,66
,6750,740.5827136,11000,34,71
,5640,701.468302,11000,34,67
,13610,4430.418664,11000,34,47
,21430,2922.383424,11000,34,64
,26930,5293.655127,11000,34,55
,30040,3617.582124,11000,34,68
,5609,636.7030334,11000,33,70
,3270,402.9436933,11000,33,67
,17200,1895.142778,11000,33,71
,16270,1769.546828,11000,33,71
,36800,4434.476987,11000,32,67
,16370,1902.443749,11000,32,68
,9400,1134.276329,11000,32,66
,19700,2876.029036,11000,32,60
,5930,676.3829922,11000,32,68
,41500,3556.804114,11000,31,79
,43309,4210.889645,11000,31,73
,14111,2824.553795,11000,31,52
,16089,2476.183147,11000,31,58
,6910,940.4559374,11000,31,61
,5050,639.4203714,11000,31,63
,60171,6235.336788,11000,31,70
,54830,6200.540303,11000,30,67
,9740,1154.408376,11000,30,65
,12921,2839.433525,11000,30,49
,55970,5843.904986,11000,29,69
,21920,4617.977528,11000,29,49
,25240,2556.09317,11000,29,70
,6190,622.1279209,11000,29,69
,25040,3073.859374,11000,27,61
,54560,5594.622308,11000,27,67
,31209,2745.861134,11000,26,73
,35290,3701.316863,11000,26,65
,8980,1002.853952,11000,26,62
,6730,666.1717397,11000,26,67
,9690,1158.282697,11000,25,59
,12410,11194.18692,11000,66,71
,5740,1331.443299,11000,55,73
,35800,10255.43089,11000,55,70
,23819,11349.88749,11000,54,64
,16310,10716.55412,11000,53,60
,21509,5298.145741,11000,53,70
,12461,10580.09434,11000,52,57
,13290,3210.36033,11000,51,69
,9930,2916.299559,11000,49,63
,39260,9538.773031,11000,48,65
,23249,5491.529427,11000,47,65
,17050,2710.173084,11000,47,73
,26800,5938.692601,11000,45,64
,40850,5443.037975,11000,43,74
,4700,784.9322694,11000,41,66
,28440,6413.430218,11000,41,59
,18750,2636.409796,11000,40,69
,59090,9875.766017,11000,39,64
,10260,1553.303335,11000,39,67
,26320,5454.294267,11000,39,59
,12751,2385.966007,11000,39,61
,28630,4127.177352,11000,38,66
,26140,3400.693842,11000,38,69
,31970,5727.964963,11000,37,60
,50710,7065.1341,11000,37,67
,31560,3776.750989,11000,37,71
,16760,2061.148499,11000,37,70
,30289,3601.188943,11000,36,71
,19190,2448.745215,11000,36,68
,42130,6855.670569,11000,36,61
,35860,3864.686864,11000,36,74
,30130,3233.892848,11000,35,73
,29110,4506.579513,11000,35,62
,38041,6092.788183,11000,35,61
,6730,777.834853,11000,35,70
,38440,4477.866943,11000,35,70
,42450,11256.62935,11000,35,51
,9540,2818.547394,11000,35,49
,30881,4595.007027,11000,34,62
,18360,6413.351446,11000,34,47
,24421,3061.447923,11000,34,67
,7100,915.1122409,11000,34,66
,9430,1154.851,11000,34,68
,19060,6089.456869,11000,34,48
,52870,9355.682265,11000,34,58
,8611,2240.341114,11000,34,50
,44910,10787.74938,11000,34,52
,44630,5288.959115,11000,34,69
,35909,5413.417085,11000,34,62
,20651,3365.181966,11000,34,59
,22110,2463.814771,11000,34,71
,20640,2316.787229,11000,34,70
,37230,7504.367301,11000,34,54
,18600,2011.71699,11000,34,72
,14039,1563.943557,11000,33,70
,33100,5365.392408,11000,33,59
,64780,7169.013219,11000,33,70
,9000,1088.746262,11000,33,67
,59880,8727.096069,11000,33,61
,9300,1620.365889,11000,33,57
,58710,6934.251969,11000,33,67
,6580,777.7267056,11000,32,67
,17180,1742.737186,11000,32,73
,7950,833.0907609,11000,32,72
,8470,972.1354333,11000,32,68
,55720,5065.326633,11000,32,77
,35740,4090.284842,11000,32,68
,6940,680.132847,11000,32,74
,37290,3881.791632,11000,32,71
,6670,680.7666137,11000,32,72
,29470,8063.540321,11000,32,48
,5200,569.273811,11000,32,69
,6000,727.223756,11000,32,66
,7460,1042.748981,11000,32,61
,8750,840.6949745,11000,32,74
,4720,541.2844037,11000,31,67
,8460,1584.104858,11000,31,54
,9570,1179.015092,11000,31,65
,4540,3332.78956,11000,31,37
,48740,10186.58926,11000,30,50
,9290,1073.402446,11000,30,66
,57870,7057.55615,11000,30,64
,8030,924.1097117,11000,30,65
,38410,4597.858615,11000,29,64
,29110,3349.185043,11000,29,65
,8699,903.4271867,11000,29,69
,37550,4804.008671,11000,29,61
,11760,5081.742888,11000,29,39
,8461,1070.636204,11000,28,61
,41460,4590.797244,11000,28,65
,6450,590.6292924,11000,28,73
,18890,4602.016647,11000,28,45
,65080,8810.469314,11000,27,58
,29030,3176.438406,11000,26,64
,36620,3263.814617,11000,26,72
,12520,4113.910186,11000,55,68
,32290,5469.533713,11000,48,72
,26160,8293.791281,11000,47,60
,62121,10361.65501,11000,45,70
,38680,6649.539182,11000,44,68
,29199,5101.994855,11000,42,66
,11160,4043.885254,11000,41,53
,46930,8527.989501,11000,40,63
,34510,5039.591108,11000,39,68
,20670,6311.985749,11000,39,53
,15530,2464.75334,11000,39,65
,30160,3533.799837,11000,39,74
,45730,11136.30522,11000,39,56
,6110,689.44333,11000,38,75
,19970,5392.034801,11000,38,54
,46690,5812.033195,11000,38,71
,47770,6464.62672,11000,37,68
,39790,4846.364651,11000,37,71
,19920,2925.34878,11000,37,65
,6790,988.5550208,11000,37,66
,20390,2570.528085,11000,37,69
,55870,10714.46836,11000,37,59
,44550,5856.49078,11000,37,68
,27691,3334.367997,11000,36,71
,6621,835.2232112,11000,36,69
,4490,1217.168675,11000,36,52
,9809,1152.907375,11000,36,71
,23890,2694.614155,11000,36,73
,8690,960.4863222,11000,36,73
,29860,8643.241939,11000,36,51
,30760,4457.073858,11000,36,64
,10340,1239.271565,11000,36,70
,41880,8728.030566,11000,36,56
,33270,4637.113322,11000,36,65
,25210,3161.458878,11000,35,68
,17980,4924.153671,11000,35,51
,9510,1201.305309,11000,35,68
,16340,2558.566396,11000,35,62
,6300,796.3483146,11000,35,68
,20700,2147.983743,11000,35,74
,7880,765.4614139,11000,34,76
,9510,1292.363444,11000,34,64
,26021,7341.923348,11000,34,49
,30530,3522.014997,11000,34,70
,11161,1693.3412,11000,34,61
,35559,3577.664123,11000,34,74
,41490,4089.475413,11000,33,75
,16940,2171.485543,11000,33,66
,30440,6012.839506,11000,33,55
,9250,1422.833704,11000,33,60
,62110,5677.330896,11000,33,78
,6660,740.2970328,11000,33,70
,32980,4153.071219,11000,33,65
,15030,1523.954373,11000,33,73
,40740,4314.027708,11000,33,71
,58540,6202.001177,11000,33,71
,33790,3392.002677,11000,32,73
,19790,4944.06662,11000,32,49
,50880,8388.733684,11000,32,57
,8860,955.5422409,11000,32,70
,8140,1392.775665,11000,32,56
,9700,1753.980612,11000,32,55
,9280,888.4161259,11000,32,74
,10390,1054.911583,11000,32,72
,44240,10392.43067,11000,30,48
,40499,3519.781758,11000,30,77
,3880,6263.67713,11000,29,33
,46630,6205.611622,11000,29,60
,28710,2961.489971,11000,29,69
,21020,5896.213184,11000,29,44
,10870,1226.51622,11000,28,65
,11600,3570.451436,11000,28,42
,6300,626.4328131,11000,28,69
,9190,1053.764811,11000,26,61
,26141,2858.588743,11000,25,62
,27380,2813.97739,11000,25,65
,14620,5565.989848,11000,54,65
,16020,3464.408001,11000,48,68
,18660,5535.266974,11000,43,57
,31739,6846.039545,11000,41,60
,30751,6198.409854,11000,40,61
,51051,8215.995351,11000,39,65
,9160,2101.586897,11000,38,57
,7570,1378.103666,11000,38,61
,12320,2788.732394,11000,38,57
,7060,10302.39157,11000,38,42
,5739,690.1292715,11000,37,71
,8570,3186.860861,11000,37,49
,3840,538.884341,11000,36,66
,1271,3186.350975,11000,36,39
,13311,1550.34456,11000,36,71
,33180,9087.644553,11000,35,51
,30700,7508.662273,11000,35,53
,39840,7760.619014,11000,35,57
,5080,583.4423353,11000,35,71
,33910,5968.610962,11000,35,59
,36100,4140.963548,11000,35,71
,16140,5092.821457,11000,35,49
,57050,6046.990932,11000,35,73
,9250,996.7672414,11000,34,72
,9130,1398.876404,11000,34,61
,8270,988.0853606,11000,34,68
,39830,9249.048571,11000,34,52
,44991,5429.87026,11000,34,68
,48730,5330.861797,11000,33,71
,37630,6666.404212,11000,33,57
,61110,9177.206741,11000,33,60
,46141,5807.551919,11000,33,65
,6900,1091.868132,11000,33,59
,22979,6516.811092,11000,33,48
,10280,1164.725877,11000,32,68
,36471,8833.721321,11000,31,49
,38919,7280.249415,11000,30,53
,48960,4873.931919,11000,30,72
,52651,5246.44597,11000,27,68
,55059,5919.615339,11000,27,65
,16290,1820.902937,11000,25,62
,4520,2792.038435,11000,65,72
,10130,6334.549244,11000,63,71
,16990,11216.57803,11000,62,69
,23820,11187.47554,11000,62,72
,17280,10753.32757,11000,62,69
,15361,5765.179316,11000,62,73
,5450,1481.649298,11000,59,75
,17690,5395.577396,11000,59,73
,11840,7164.901664,11000,57,65
,7710,2176.770449,11000,56,71
,23800,5541.685531,11000,55,73
,25920,10512.84362,11000,53,64
,6940,2000,11000,53,68
,15160,10854.41527,11000,52,58
,27450,5172.738693,11000,52,74
,4420,1368.068094,11000,52,66
,35319,6993.092069,11000,51,73
,6401,1224.811311,11000,51,73
,9240,2092.207057,11000,51,70
,14650,3598.526201,11000,51,68
,16120,10507.33297,11000,50,58
,9831,10498.84307,11000,46,51
,24120,9902.15532,11000,46,57
,44290,9020.876945,11000,46,66
,9440,3000.264854,11000,40,53
,4740,938.7171306,11000,39,60
,1110,3141.509434,11000,39,41
,5920,9170.395869,11000,37,41
,7130,959.0853043,11000,37,68
,2780,4217.446271,11000,37,41
,9660,1257.312267,11000,37,69
,2120,2944.444444,11000,37,41
,6200,8519.083969,11000,37,41
,55069,6287.811221,11000,37,73
,7831,10247.76445,11000,37,41
,2290,2919.263456,11000,37,41
,1540,1933.054393,11000,37,41
,3870,595.2319918,11000,37,64
,8349,9544.744363,11000,37,41
,36650,10397.9825,11000,37,52
,3900,4441.632395,11000,37,41
,1240,1320.710059,11000,36,41
,6359,2275.586481,11000,36,48
,4560,4602.186712,11000,36,41
,1260,1258.601554,11000,36,41
,34730,3611.334161,11000,36,75
,8311,876.328276,11000,36,75
,15270,1806.863003,11000,36,71
,4970,4477.477477,11000,36,41
,4171,3738.944223,11000,36,41
,11811,10527.25922,11000,36,41
,20339,5253.293155,11000,36,52
,60989,6886.225066,11000,35,72
,4750,3952.843273,11000,35,41
,7651,946.2878345,11000,35,69
,17049,2282.838652,11000,35,66
,5380,873.1403841,11000,35,61
,11951,9482.830064,11000,35,41
,12070,1407.808197,11000,35,70
,7810,6055.567521,11000,35,41
,15550,5769.944341,11000,35,47
,13790,10486.69202,11000,35,41
,6970,5120.816327,11000,35,41
,14061,10311.59096,11000,35,41
,16670,2306.556999,11000,34,64
,15910,10764.14208,11000,34,41
,2481,1659.223481,11000,34,41
,15420,10293.34322,11000,34,41
,34520,3757.051728,11000,34,72
,14840,9867.750277,11000,34,41
,10869,7227.262652,11000,34,41
,31890,3324.664794,11000,34,73
,4630,2810.318665,11000,33,41
,40480,9407.876049,11000,33,51
,10419,5933.934504,11000,33,41
,6190,3519.823093,11000,33,41
,6130,3422.456576,11000,33,41
,5700,3436.610283,11000,33,40
,17711,9512.09906,11000,33,41
,10950,5874.813711,11000,33,41
,3640,1931.034483,11000,32,41
,9980,5207.711263,11000,32,41
,41800,5524.837537,11000,32,64
,4380,2155.570745,11000,32,41
,9960,970.7865169,11000,32,74
,8051,3906.672058,11000,32,41
,22990,2363.402724,11000,32,72
,8739,918.8200935,11000,31,71
,8320,3892.903561,11000,31,41
,7770,711.2489829,11000,31,76
,5590,2286.818182,11000,30,41
,18180,4795.427902,11000,30,46
,8830,3328.586387,11000,29,41
,26680,9907.98432,11000,29,41
,27409,10010.38856,11000,29,41
,16531,1597.541072,11000,29,71
,22360,2421.514951,11000,28,66
,62880,6732.534277,11000,28,66
,25240,7766.817677,11000,27,41
,35250,10491.93882,11000,27,41
,27601,7261.828546,11000,25,41
,21931,10666.25236,11000,63,72
,5660,1738.121641,11000,59,73
,6959,4223.263655,11000,55,63
,36311,10807.73874,11000,54,69
,25251,8898.159749,11000,53,65
,28800,10548.37725,11000,51,63
,30790,7396.009875,11000,50,67
,27130,11209.45713,11000,46,57
,8500,11171.96057,11000,46,50
,18480,6498.778939,11000,44,56
,17131,2403.132915,11000,44,73
,22910,4195.543799,11000,41,64
,45730,6187.626851,11000,41,71
,31100,5209.865054,11000,40,65
,15870,1936.743618,11000,40,74
,25290,3115.811088,11000,39,73
,6000,854.9376608,11000,39,68
,34430,11172.52569,11000,39,52
,34740,9387.074983,11000,38,54
,25990,10267.09097,11000,38,49
,13411,1780.61518,11000,38,69
,33010,4497.275204,11000,38,69
,17740,4238.948626,11000,38,56
,8260,2699.836572,11000,38,51
,11129,5546.781116,11000,37,46
,48010,5899.84639,11000,37,71
,19910,4158.746736,11000,37,57
,38340,5597.080292,11000,37,65
,8370,6958.891455,11000,37,42
,46339,5013.837461,11000,36,74
,6780,880.3606853,11000,36,68
,11200,2679.96012,11000,36,54
,63490,7935.69891,11000,36,69
,10470,1315.69394,11000,36,69
,14479,1895.363805,11000,36,67
,21630,2350.590153,11000,36,73
,35110,4468.026441,11000,35,68
,19880,2228.144458,11000,35,72
,8750,992.3135081,11000,35,72
,22201,3035.342372,11000,35,65
,13200,1438.561439,11000,35,73
,33220,5044.798785,11000,35,62
,52650,7073.971785,11000,35,65
,17500,2212.389381,11000,35,67
,6410,817.5441083,11000,35,67
,14800,1761.729987,11000,34,69
,38820,4814.717839,11000,34,68
,39809,3824.417581,11000,34,77
,9660,1039.610176,11000,34,72
,24539,1898.160722,11000,34,87
,47569,8849.131873,11000,34,57
,46860,4937.829294,11000,34,73
,30260,3494.450504,11000,34,70
,14090,1967.724416,11000,34,64
,8120,998.7017424,11000,34,67
,8570,1644.1247,11000,34,56
,34700,3793.501367,11000,34,71
,13139,1464.680746,11000,34,71
,27430,3731.126729,11000,34,64
,7730,1115.753177,11000,33,62
,59709,6847.144268,11000,33,69
,32010,2432.987079,11000,33,87
,38460,4635.596625,11000,33,67
,50060,8966.41624,11000,33,56
,27520,2714.896416,11000,33,74
,19020,2403.622705,11000,33,65
,6100,658.9845157,11000,33,71
,36720,10762.19165,11000,33,47
,37951,7780.387244,11000,33,53
,37880,3437.993193,11000,32,77
,16131,1755.914369,11000,32,70
,7910,763.2474738,11000,32,74
,37440,5896.836855,11000,32,58
,21440,2569.117598,11000,32,66
,7590,839.7049785,11000,32,69
,9631,914.2148978,11000,31,74
,46000,5218.377765,11000,31,68
,5910,660.4581859,11000,31,68
,21241,2288.558346,11000,31,69
,8990,877.5726023,11000,31,73
,4900,553.1861515,11000,31,67
,6100,668.5949155,11000,30,68
,13779,1384.476262,11000,30,71
,49170,4553.480475,11000,30,74
,44490,5592.904285,11000,29,62
,43279,4316.987615,11000,29,70
,25000,2457.136617,11000,29,70
,8770,817.503884,11000,28,72
,18220,1771.655457,11000,27,70
,49190,4288.578901,11000,26,73
,9070,1032.147937,11000,26,62
,27221,2962.113472,11000,25,63
,9970,1192.306415,11000,25,60
,5150,2877.094972,11000,59,67
,15891,10715.04027,11000,58,65
,10380,2074.27144,11000,53,74
,7290,2323.094627,11000,51,65
,39069,10472.7029,11000,50,66
,49220,8922.952966,11000,49,73
,10830,9064.868635,11000,49,55
,21941,3741.005968,11000,49,73
,10980,1776.060388,11000,48,74
,14180,3576.042032,11000,47,64
,8280,2506.559031,11000,46,61
,36550,5873.582716,11000,46,72
,17560,2610.074319,11000,43,71
,20160,6756.912764,11000,40,53
,34220,4418.651363,11000,40,72
,12110,1813.477537,11000,39,67
,31229,9978.201828,11000,39,52
,4591,2156.242661,11000,38,47
,45319,5422.915074,11000,38,72
,20750,3404.274712,11000,38,63
,40590,6263.351907,11000,37,64
,45350,6780.463494,11000,37,65
,27190,3936.459423,11000,37,65
,7330,1262.221372,11000,37,61
,41070,6023.71155,11000,36,65
,38321,5470.304136,11000,36,65
,59010,7261.279737,11000,36,70
,6710,850.1143762,11000,36,69
,10150,3647.434618,11000,36,48
,64350,10542.93906,11000,36,61
,30401,4496.26556,11000,36,64
,38680,4630.794812,11000,36,70
,6830,1971.930387,11000,36,51
,9970,1614.139234,11000,36,61
,17690,1755.831266,11000,36,77
,16070,2634.906176,11000,36,61
,10040,1417.856582,11000,36,65
,40489,7856.009486,11000,36,57
,10480,2523.443248,11000,35,53
,34930,5012.876221,11000,35,64
,9560,1047.83072,11000,35,73
,6530,779.8308177,11000,35,70
,8030,824.9058327,11000,35,75
,27680,4789.387677,11000,35,59
,13760,1843.474378,11000,34,65
,9440,1177.261233,11000,34,67
,9301,1784.649824,11000,34,56
,43901,7190.33667,11000,34,60
,13850,9207.756233,11000,34,41
,46460,5189.450822,11000,34,71
,11650,1409.653133,11000,34,68
,20230,2278.509527,11000,34,70
,15810,2771.253287,11000,33,57
,36580,3782.398897,11000,33,73
,30160,3591.069952,11000,33,68
,46630,4511.610406,11000,33,76
,20350,2222.020018,11000,33,71
,19070,4246.427909,11000,33,52
,47800,6996.259554,11000,33,61
,7830,645.7584019,11000,32,82
,46580,6564.158772,11000,32,62
,10669,1346.198871,11000,32,65
,18561,1900.011374,11000,32,72
,9370,2440.633818,11000,32,49
,19340,1982.911825,11000,32,72
,11351,1643.484556,11000,32,60
,16570,1931.110392,11000,32,67
,57069,7556.583787,11000,32,63
,32310,4201.560468,11000,32,64
,6140,610.6920845,11000,31,72
,2850,309.4089264,11000,31,69
,48840,4435.855388,11000,31,76
,74920,8834.326892,11000,31,66
,69389,6816.580254,11000,30,72
,41520,9173.438075,11000,30,49
,21050,1921.64321,11000,30,74
,57910,6994.665325,11000,30,64
,57880,7388.93617,11000,30,62
,11230,1268.926554,11000,29,65
,30229,3255.778609,11000,28,66
,5310,542.1286974,11000,28,68
,34880,4322.776095,11000,28,61
,25751,2878.54681,11000,28,65
,34990,3822.999181,11000,27,64
,32760,3897.293546,11000,26,61
,20770,2334.800937,11000,26,63
,67780,6821.200939,11000,26,66
,29300,4644.445423,11000,25,51
,9441,11114.32309,11000,55,59
,8760,1721.115538,11000,51,72
,17850,5970.454334,11000,50,62
,39029,10851.43652,11000,49,64
,42550,10832.33152,11000,48,65
,29521,6366.095603,11000,44,64
,24170,4195.168989,11000,43,67
,34089,6277.579416,11000,42,65
,12150,3889.728768,11000,41,55
,38950,4963.891249,11000,41,73
,24400,2984.101101,11000,40,74
,31170,3687.545186,11000,39,74
,15310,4315.377388,11000,39,55
,30941,4272.79911,11000,39,69
,16369,3875.848461,11000,39,57
,22240,7168.412571,11000,38,51
,22460,4036.140368,11000,37,61
,21210,3172.906711,11000,37,65
,31229,3849.359721,11000,37,71
,10350,1622.892983,11000,37,63
,26700,5782.349756,11000,37,56
,28350,3162.983853,11000,37,74
,51949,7623.676165,11000,37,65
,9260,1033.450104,11000,37,73
,25900,2885.704559,11000,36,73
,33380,4104.378714,11000,36,70
,9689,1259.629483,11000,36,68
,41420,4470.722274,11000,36,74
,54660,6335.350934,11000,36,71
,25940,3251.984956,11000,36,69
,12949,1507.011929,11000,36,71
,19020,2696.384973,11000,36,65
,57900,6477.91901,11000,36,72
,35699,4380.245399,11000,36,69
,7690,1204.804596,11000,35,62
,11560,1333.546961,11000,35,71
,57839,6490.053923,11000,35,72
,7489,850.6736503,11000,35,71
,6890,800.8006715,11000,35,71
,19740,2464.419476,11000,35,68
,10160,1168.301019,11000,35,71
,32750,4596.132855,11000,35,65
,40060,5074.633168,11000,35,68
,24680,3312.25768,11000,35,66
,9109,4451.255599,11000,35,44
,54580,6394.220443,11000,35,70
,6570,801.7083588,11000,35,69
,17710,3478.801768,11000,35,56
,34410,4155.378887,11000,35,69
,24410,7390.748528,11000,35,49
,21740,2569.65558,11000,34,69
,21270,4478.942443,11000,34,54
,35661,10459.47531,11000,34,49
,8330,1357.1073,11000,34,59
,6850,1425.268755,11000,34,54
,18659,1821.575008,11000,34,76
,33040,3671.111111,11000,33,70
,68580,7123.344586,11000,33,73
,37670,4962.019759,11000,33,65
,9210,1049.838516,11000,33,69
,16680,2073.981971,11000,33,66
,11120,1480.637645,11000,33,64
,53900,8102.217212,11000,33,61
,24150,2667.116606,11000,33,70
,26010,3340.563682,11000,33,65
,6750,988.0860407,11000,33,61
,23749,2564.071497,11000,32,70
,47410,5131.260898,11000,32,70
,8270,703.0984319,11000,32,80
,48560,10787.11588,11000,32,51
,2520,507.4393109,11000,32,53
,9920,1134.578727,11000,32,68
,8129,1366.66511,11000,32,57
,10490,1055.449972,11000,32,72
,5630,1273.275537,11000,31,50
,37020,4102.065314,11000,31,68
,7150,749.2795389,11000,31,70
,61360,5763.456571,11000,31,75
,12269,1737.613596,11000,31,60
,9400,1013.932584,11000,31,69
,16820,2018.803761,11000,31,65
,20201,1892.020709,11000,31,74
,53879,6565.049924,11000,30,64
,10720,1121.762637,11000,29,68
,59240,6752.279635,11000,29,65
,23540,4146.799765,11000,28,51
,25400,2735.840589,11000,27,65
,4920,633.7257147,11000,27,59
,31500,2827.648115,11000,27,72
,17710,3756.982911,11000,25,45
,35189,11118.16746,11000,58,72
,11060,2746.499276,11000,48,65
,10150,2022.024238,11000,44,65
,9940,3376.167563,11000,43,55
,5020,822.6511289,11000,42,68
,42700,10921.49201,11000,40,56
,6710,1392.196415,11000,35,55
,25690,9106.341079,11000,35,47
,9720,2618.769645,11000,34,50
,6840,865.031968,11000,34,67
,24770,3146.395681,11000,34,66
,4560,513.7224222,11000,33,70
,35280,4752.404116,11000,33,63
,8380,1184.12686,11000,33,62
,45950,5963.015032,11000,33,65
,15470,2117.003079,11000,33,63
,22840,5680.806964,11000,32,49
,10260,1200.233964,11000,32,67
,20820,2416.948825,11000,30,65
,43391,4366.023814,11000,29,70
,5810,10442.3365,11000,62,65
,37079,10579.72577,11000,59,74
,28630,9255.387931,11000,55,68
,40250,6312.900274,11000,52,79
,9390,4796.254257,11000,51,60
,22100,4941.614907,11000,51,69
,16061,7327.284248,11000,48,58
,27050,4570.114511,11000,45,70
,17091,3138.362663,11000,45,68
,26220,3690.070367,11000,43,72
,6800,1041.702128,11000,43,70
,25960,3955.809524,11000,39,66
,22649,10658.35294,11000,39,48
,11620,1326.694364,11000,38,74
,57920,6849.709274,11000,38,73
,37310,10444.479,11000,38,53
,22780,2832.550428,11000,37,71
,20449,2180.51598,11000,37,76
,9420,1155.71005,11000,37,70
,34790,4589.877964,11000,36,67
,24080,2977.12755,11000,36,69
,27671,2882.229038,11000,36,75
,32720,3392.431312,11000,35,75
,32030,3747.050986,11000,35,71
,16630,2206.057926,11000,35,67
,9520,1017.516775,11000,35,74
,22840,4882.370406,11000,35,55
,14479,3999.723757,11000,35,51
,9170,1137.48191,11000,35,68
,57050,6812.618171,11000,35,69
,22810,3559.119279,11000,35,61
,8300,1064.671299,11000,35,67
,7190,983.5093852,11000,35,65
,43130,6984.929596,11000,35,60
,37790,6709.27652,11000,34,58
,11690,1222.093158,11000,34,73
,51550,5498.01505,11000,34,73
,6720,779.5823666,11000,34,69
,32990,6268.221882,11000,33,55
,22830,3184.470534,11000,33,63
,46460,6738.216099,11000,33,62
,8860,1078.004596,11000,33,67
,18530,3199.731389,11000,33,57
,57210,8015.723515,11000,33,62
,43790,3939.52419,11000,33,78
,44040,9273.748245,11000,33,53
,26950,2453.966006,11000,33,78
